,name,popularity,explicit,artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
520000,Vad tror du hon vill ha?,-0.3333333333333333,0.0,Imperiet,1985,-0.4420600858369097,0.8074074074074074,1.0,0.41137175702967216,-1.0,0.3877551020408162,-0.6276102189781021,0.5374838012958963,4.282548476454293,-0.20803782505910157,0.29133261634728197
520001,"Första delen, del 1",-0.3333333333333333,0.0,"Tove Jansson, Mumintrollen, Mumin",1985,0.9785407725321891,-1.2130864197530866,-0.16666666666666666,-2.2743514059344414,-1.0,20.03174603174603,0.272992700729927,-0.002473002159827214,0.09418282548476446,0.0874704491725769,-1.7657411028549084
520002,Våga vinn!,-0.3333333333333333,0.0,Pernilla Wahlgren,1985,0.8841201716738198,0.4691358024691357,0.16666666666666666,0.18750970949199922,0.0,-0.1360544217687074,-0.31970802919708025,-0.0015021598272138231,1.4404432132963987,0.9527186761229314,0.5478588189284319
520003,Hemlös,-0.37037037037037035,0.0,Ulf Lundell,1985,0.1974248927038628,0.3901234567901233,-0.5,0.18673295013204907,0.0,-0.33786848072562353,-0.5929927007299269,-0.0021339092872570196,0.5484764542936286,-0.18203309692671382,-0.046758897145091835
520004,Ingenstans att gå,-0.37037037037037035,0.0,Ratata,1985,0.021459227467811173,0.9753086419753085,0.6666666666666666,0.5477707006369427,-1.0,0.024943310657596297,-0.5811678832116788,5.893855291576675,-0.182825484764543,0.6903073286052009,0.7269260852561595
520005,Believe,-0.25925925925925924,0.0,Phenomena,1985,-0.19313304721030009,0.6419753086419754,0.6666666666666666,0.37564082647195884,-1.0,0.2879818594104307,0.16496350364963508,-0.0018963282937365013,0.1385041551246537,-0.5106382978723403,0.25950821274931574
520006,How Far Jerusalem - Live Version,-0.18518518518518517,0.0,Magnum,1985,-1.4291845493562227,-0.11358024691358036,-0.16666666666666666,-0.5188752524467919,-1.0,-0.1315192743764172,0.27007299270072993,-0.0022645788336933047,-0.27202216066482,-1.0567375886524821,-0.25166210402815786
520007,Sent i september,-0.37037037037037035,0.0,Ratata,1985,-0.5708154506437765,-0.039506172839506214,0.3333333333333333,-0.023147428926518703,0.0,-0.3673469387755101,-0.5356204379562044,7.340939524838014,0.4930747922437672,-1.002364066193853,-0.6469739929605006
520008,Half a Boy Half a Man,-0.37037037037037035,0.0,Kikki Danielsson,1985,-0.5107296137339052,0.9037037037037038,-0.8333333333333334,0.508155973279478,0.0,0.05442176870748297,-0.5740145985401459,-0.002473002159827214,1.9113573407202211,0.6052009456264775,0.8359405553382873
520009,Fem i tolv,-0.37037037037037035,0.0,Fredrik Willstrand,1985,0.2832618025751075,0.8271604938271605,-0.5,0.6475066024545595,0.0,-0.1247165532879818,-0.11386861313868614,-0.002473002159827214,1.2520775623268696,0.8652482269503547,0.47665721548689927
520010,Änglarna ger mej ingen ro,-0.37037037037037035,0.0,Björn Holm,1985,0.9871244635193135,0.23950617283950612,-0.8333333333333334,0.15814820568587834,0.0,-0.37868480725623577,-0.537956204379562,0.005248380129589634,1.340720221606648,0.8581560283687945,0.08897145091904579
520011,Ta å klipp dig,-0.37037037037037035,0.0,Eddie Meduza,1985,-0.6995708154506436,0.3802469135802467,-0.3333333333333333,-0.26720521982289897,-1.0,0.8140589569160996,-0.13430656934306565,0.25346652267818576,1.5069252077562323,0.29314420803782504,1.6228490418459134
520012,Walking With Marian,-0.37037037037037035,0.0,Eddie Meduza,1985,-0.8626609442060083,0.4345679012345678,-0.6666666666666666,-0.30899487338822446,0.0,-0.20861678004535145,0.0627737226277372,-0.002473002159827214,-0.25817174515235464,0.9645390070921985,2.0363463042628083
520013,Hon älskar dej,-0.4074074074074074,0.0,Ulf Lundell,1985,-0.21459227467811126,0.6271604938271605,-0.5,0.35404691626534096,0.0,-0.1655328798185941,-0.5741605839416057,-0.002473002159827214,0.4930747922437672,0.7943262411347519,0.2101095033242082
520014,Spela under hot,-0.4074074074074074,0.0,Wilmer X,1985,-1.0343347639484974,0.41234567901234553,-0.5,0.19325772875563146,0.0,-0.25396825396825395,-0.6248467153284671,0.34201943844492444,0.5817174515235456,-0.4633569739952717,-0.8993449354712555
520015,Dalen,-0.37037037037037035,0.0,Eddie Meduza,1985,0.4463519313304724,0.6987654320987653,0.5,-0.1909274506757808,0.0,0.14512471655328787,-0.39854014598540144,-0.002473002159827214,1.307479224376731,0.8983451536643026,-0.13937231130230737
520016,Alvin Stardust-runk,-0.4074074074074074,1.0,Eddie Meduza,1985,-0.3476394849785405,0.31851851851851853,-0.5,-0.20956967531458756,0.0,0.587301587301587,0.2656934306569343,-0.002473002159827214,3.124653739612188,0.5768321513002366,-0.2758359405553383
520017,Love You Little Girl,-0.37037037037037035,0.0,Eddie Meduza,1985,0.5450643776824033,0.5061728395061728,0.3333333333333333,0.6361659157992853,0.0,-0.365079365079365,-0.18832116788321168,-0.002473002159827214,-0.5922437673130194,0.9408983451536642,0.14905162299569807
520018,Baby Blue Eyes,-0.3333333333333333,0.0,The Nashville Bluegrass Band,1985,0.5064377682403433,-0.3308641975308644,0.0,-0.15985707627776913,0.0,-0.32199546485260766,0.5620437956204378,0.4910475161987042,-0.496398891966759,0.4349881796690308,-0.5978197105983575
520019,"Kapitel 1, del 3",-0.4074074074074074,0.0,"Tove Jansson, Mumintrollen, Mumin",1985,0.8111587982832619,-1.0370370370370372,0.3333333333333333,-1.6203200248562994,0.0,20.689342403628114,0.23503649635036492,-0.002473002159827214,-0.01662049861495846,-0.8959810874704489,-1.3492129448572547
520020,"Kapitel 1, del 1",-0.4074074074074074,0.0,"Tove Jansson, Mumintrollen, Mumin",1985,0.7725321888412018,-0.962962962962963,0.0,-1.7410284293925742,-1.0,20.530612244897956,0.3489051094890511,-0.002473002159827214,-0.08864265927977846,-1.073286052009456,-0.29673445443879554
520021,There's Nobody Who Wants My Loving Now,-0.4074074074074074,0.0,Eddie Meduza,1985,-0.5278969957081542,0.7629629629629628,0.3333333333333333,0.9734348298897001,0.0,-0.3015873015873015,0.2759124087591241,-0.002473002159827214,0.2382271468144043,0.8203309692671396,1.571837113805241
520022,No Cruising In My Car No More,-0.3333333333333333,0.0,Eddie Meduza,1985,-0.20171673819742456,0.985185185185185,-0.16666666666666666,0.8205685878514836,0.0,0.043083900226757336,0.45693430656934303,0.0019222462203023758,0.05540166204986138,0.8652482269503547,1.3259679311693395
520023,Om du kommer tillbaks,-0.4074074074074074,0.0,Ratata,1985,0.12875536480686706,0.3283950617283951,-0.8333333333333334,0.21407487960229907,0.0,-0.3605442176870748,-0.21313868613138687,0.22214902807775377,0.19390581717451508,0.2978723404255319,-0.0066484161126317805
520024,Rumors Of You,-0.1111111111111111,0.0,Aldo Nova,1985,-0.2575107296137336,0.17283950617283939,-0.8333333333333334,-0.43871368649992226,0.0,-0.30385487528344673,-0.32262773722627736,-0.0008207343412527001,0.24376731301939047,-0.990543735224586,-0.6819515056707078
520025,"Kapitel 1, del 5",-0.4074074074074074,0.0,"Tove Jansson, Mumintrollen, Mumin",1985,0.5965665236051502,-0.9580246913580248,-0.5,-1.4205375174770858,-1.0,20.462585034013603,0.47737226277372263,-0.0015831533477321815,0.005540166204986154,-1.0047281323877066,-1.002982010168166
520026,Häcken swing,-0.4074074074074074,0.0,Eddie Meduza,1985,0.39914163090128785,0.2765432098765432,-0.5,-0.09662886437781573,0.0,1.7777777777777775,0.08467153284671532,-0.002473002159827214,0.28254847645429354,0.9527186761229314,-0.247897927258506
520027,Willy,-0.4074074074074074,1.0,Eddie Meduza,1985,1.497854077253219,0.34567901234567905,-0.8333333333333334,-0.33509398788255396,0.0,2.3446712018140583,-0.24963503649635033,-0.002473002159827214,0.9806094182825483,0.7092198581560284,-0.029184591317950447
520028,Josephine - Insp. 1980,-0.4074074074074074,0.0,Eddie Meduza,1985,-0.2660944206008581,0.5753086419753086,-0.16666666666666666,-0.17399409662886453,0.0,0.10430839002267572,-0.437956204379562,0.02549676025917927,0.24376731301939047,0.7257683215130024,0.8762221353148222
520029,Du finns hos mig,-0.4444444444444444,0.0,Ratata,1985,-0.01716738197424894,0.5382716049382715,0.3333333333333333,0.4196054062451452,-1.0,-0.23582766439909292,-0.4525547445255474,-0.0013930885529157668,-0.2775623268698061,-0.34278959810874693,-0.5422369964802504
520030,"Kapitel 1, del 2",-0.4074074074074074,0.0,"Tove Jansson, Mumintrollen, Mumin",1985,0.2103004291845495,-0.9802469135802471,-0.16666666666666666,-1.5664129252757497,-1.0,20.870748299319725,0.3824817518248174,-0.002473002159827214,1.2908587257617725,-0.697399527186761,1.2898904966757923
520031,"Pastoralsvit Op. 19, Romans",-0.4444444444444444,0.0,Lasse Wellander,1985,-1.9055793991416303,-0.7111111111111112,-0.3333333333333333,-0.43125679664439953,0.0,-0.21315192743764166,0.5036496350364964,94.2739848812095,-0.022160664819944616,-1.2411347517730493,-0.8568146265154477
520032,"Kapitel 1, del 6",-0.4074074074074074,0.0,"Tove Jansson, Mumintrollen, Mumin",1985,0.6008583690987124,-1.1935802469135806,-0.6666666666666666,-2.0581016001242816,0.0,19.4421768707483,0.05693430656934303,-0.00230561555075594,0.0,-0.9290780141843968,0.09520434102463851
520033,Two Hearts,-0.25925925925925924,0.0,Magnum,1985,0.2103004291845495,0.1283950617283949,0.6666666666666666,-0.5159235668789808,-1.0,-0.15646258503401367,-0.5493430656934306,0.0038336933045356376,0.227146814404432,0.04491725768321517,0.45971842002346525
520034,"Kapitel 1, del 4",-0.4074074074074074,0.0,"Tove Jansson, Mumintrollen, Mumin",1985,0.7381974248927039,-0.9012345679012348,-0.16666666666666666,-1.6242038216560513,-1.0,20.394557823129247,-0.03795620437956199,-0.0020205183585313177,0.16620498614958445,-0.8676122931442078,0.44669045756746173
520035,"Adjö, farväl - Insp. 1979",-0.4074074074074074,0.0,Eddie Meduza,1985,-0.5536480686695275,0.3901234567901233,-0.5,-0.28600279633369596,0.0,0.0317460317460317,-0.32116788321167883,-0.002473002159827214,0.9861495844875344,0.6690307328605201,1.4812768869769268
520036,"Kapitel 1, del 8",-0.4074074074074074,0.0,"Tove Jansson, Mumintrollen, Mumin",1985,0.5793991416309012,-0.9753086419753088,0.16666666666666666,-1.6361659157992854,0.0,20.145124716553287,0.23065693430656928,-0.002473002159827214,-0.11634349030470922,-1.1023640661938532,0.28309542432538154
520037,Roadhouse Blues,-0.4074074074074074,0.0,Imperiet,1985,-0.10300429184549316,0.9012345679012346,0.6666666666666666,0.24669877272021115,0.0,0.566893424036281,-0.5373722627737225,-0.0006155507559395248,4.0609418282548475,0.10165484633569748,0.24232499022291756
520038,"Kapitel 1, del 10",-0.4074074074074074,0.0,"Tove Jansson, Mumintrollen, Mumin",1985,0.6008583690987124,-1.1303703703703705,-0.16666666666666666,-1.8825539847755168,-1.0,20.122448979591834,-0.11386861313868614,-0.002473002159827214,0.9085872576177283,-0.763593380614657,0.1498093468908879
520039,"Första delen, del 2",-0.4444444444444444,0.0,"Tove Jansson, Mumintrollen, Mumin",1985,0.6781115879828327,-1.1609876543209878,0.3333333333333333,-2.232095696753146,0.0,20.666666666666664,0.45839416058394156,-0.002473002159827214,0.15512465373961215,0.03782505910165487,-1.1191093077825578
520040,Twilight Zone,-0.3333333333333333,0.0,Phenomena,1985,-0.06437768240343353,0.5333333333333333,-0.8333333333333334,0.3181606338356377,0.0,-0.33786848072562353,-0.6133138686131386,1.4986069114470844,0.5927977839335179,0.02836879432624116,0.1698034806413767
520041,"Kapitel 1, del 9",-0.4444444444444444,0.0,"Tove Jansson, Mumintrollen, Mumin",1985,0.7510729613733906,-1.1212345679012348,0.0,-1.2215317694578218,-1.0,20.07709750566893,0.25401459854014596,-0.002473002159827214,1.113573407202216,-0.891252955082742,-0.202972233085647
520042,Kött och blod,-0.4444444444444444,0.0,Mats Ronander,1985,0.31330472103004314,0.5382716049382715,0.6666666666666666,0.5499456268448034,0.0,-0.3968253968253968,-0.603941605839416,0.3571382289416847,0.5429362880886425,0.6359338061465721,-0.3923298787641765
